MF_d15,EPI,EPI_med,sib
0.6864270187333444,0.7083287325368873,0.7097987900042685,0.7186735203426617
0.6879847975996659,0.7304908921980617,0.7291941918051094,0.7278548718429554
0.7058333794834875,0.7275590260471468,0.7314356389950342,0.7375496114157021
0.6950222746838328,0.7539399959578759,0.7519845109244853,0.7678175970002279
0.675622603263703,0.7326411729450802,0.7332831450052869,0.719908930111535
0.697265476361607,0.7752450089209459,0.7746203313011052,0.7723826959014383
0.6888014508752562,0.7271786784418861,0.7249760815854492,0.7190569310834254
0.6903467701670262,0.7660198940921684,0.7658199692471626,0.7637129079225715
0.6446059268600253,0.7170838587641866,0.7092843631778059,0.6939013240857502
0.7140396150090668,0.7960594225136002,0.7953375645138792,0.79266634119124
0.7118985356962773,0.7259787013413431,0.7408730205263854,0.7205258828791552
0.6768305196303499,0.7845345401225149,0.7942883087690347,0.8037528563241064
0.6735585043582399,0.706253777800374,0.7184133520881704,0.7267005044599228
0.7078463667403697,0.7573257180675619,0.7645466832552253,0.7658252055842417
0.6760310734463277,0.7434955011508684,0.7452510985561833,0.7381920903954803
0.7075284639387203,0.7691691973743255,0.7693403462634233,0.7666395333061999
0.7182164916679509,0.763689258924518,0.7633331528507229,0.7665339425315603
