EPI,EPI_corr,MF_tau6_d20,sib,sib_mean
0.8853275443749201,0.8869024815902609,0.6843740688715786,0.8823053675562934,0.8823053675562934
0.9171365914786967,0.9236763784461152,0.6442277568922306,0.9225407268170427,0.9226582080200502
0.8230680791656402,0.8388765705838876,0.7031699104869837,0.7775724726944239,0.8339492485833949
0.7363252718714495,0.7454552832332414,0.7906995617594547,0.746266839798734,0.752110047070281
0.899199753770391,0.877539242843952,0.7828755001538936,0.814327485380117,0.8965450907971684
0.9612565445026178,0.9612565445026178,0.8890890052356022,0.9618010471204189,0.9618010471204189
0.927217647972658,0.9265962404846979,0.8889622494951065,0.9330821811402827,0.9278390554606183
0.8686907838070628,0.8292850990525409,0.678316106804479,0.8700258397932816,0.8183893195521101
0.7231189083820663,0.7291617933723197,0.7285185185185186,0.7335672514619884,0.7335672514619884
0.9163154726068634,0.9105759582580774,0.808689544451134,0.9155127433273129,0.9155127433273129
0.7324227977494309,0.8108491173817807,0.7031525147103037,0.8251084482240261,0.834858050938453
0.8283746556473829,0.9204775022956841,0.7344811753902662,0.8999081726354454,0.9249770431588613
0.8725649350649352,0.8745941558441558,0.8418109668109668,0.8779310966810967,0.8763077200577201
0.8593955940500848,0.9516569384296742,0.8624082093767651,0.8964884202598381,0.9548578422142722
0.72006512006512,0.7191697191697192,0.7542531542531543,0.7076923076923077,0.7076923076923077
0.9385154507805034,0.9097642561325263,0.6887942019751513,0.876871615164065,0.9364049060210258
0.7423568537885162,0.783066875025043,0.7375085146451898,0.8617622310373843,0.8037825059101654
0.9027986875120633,0.898320787492762,0.7816251688863154,0.9070063694267516,0.9005597375024127
0.7887761135199054,0.7816811194324005,0.8291288923925898,0.7846373669688609,0.77350216791486
0.8819854217285665,0.8782251533032511,0.8758532916811294,0.8673493000115701,0.8779359018859192
0.8174625441894394,0.8084282587958026,0.7943998653274228,0.8592110431513383,0.8267212838785702
0.876159459125201,0.8961949128086738,0.8063239477264296,0.8485385661870801,0.9015129653295957
0.8874562937062938,0.9085664335664336,0.7812937062937062,0.8812062937062937,0.9091783216783217
0.655126050420168,0.6945658263305322,0.6626330532212885,0.6745098039215687,0.6738935574229692
0.9869415807560138,0.9869415807560138,0.955418098510882,0.9866208476517755,0.9866208476517755
0.8226513745994266,0.8175493337831,0.755608028335301,0.7957918704671951,0.8191094619666048
0.7741880341880342,0.7820512820512822,0.7653205128205128,0.7888034188034189,0.792991452991453
0.8147261663286004,0.8034077079107506,0.7457200811359026,0.8621095334685598,0.8188235294117647
0.9462857142857143,0.9462857142857143,0.8955665024630541,0.946679802955665,0.946679802955665
0.8157380254154447,0.7949250570218312,0.7564760508308895,0.7994868035190615,0.7956581948517433
0.9009758438649816,0.9120540713485842,0.8353863381858903,0.9135338345864662,0.9139737641977285
0.6868844583233246,0.7420530066458484,0.7380695011610219,0.7575466410441187,0.7761630234606453
0.856461086637298,0.8731644640234949,0.8866556534508077,0.8503579295154184,0.8619218061674009
0.9203173655248901,0.9203173655248901,0.8599581964765601,0.9177153094740436,0.9177153094740436
0.8041858426473811,0.8041858426473811,0.8061582292351523,0.8047337278106509,0.8047337278106509
0.7018165883196559,0.7607361963190182,0.7334475340610311,0.8126842482670703,0.81953629192893
0.9207608085345312,0.9207608085345312,0.908794216732173,0.9194272880404268,0.9194272880404268
0.8160714285714286,0.8191798941798941,0.7882936507936508,0.8144179894179894,0.8097222222222221
0.7518416927899686,0.8123824451410658,0.7405368338557994,0.7855015673981192,0.8123040752351097
0.8101665585117889,0.872290720311486,0.8694570625135194,0.7076357343716201,0.8896387627081982
0.8831527093596059,0.871960591133005,0.6999802955665024,0.8376354679802956,0.8763349753694581
0.9417999868325762,0.9414708012377379,0.836427677924814,0.9423266837843176,0.9423266837843176
0.8123219969844195,0.9134277098341431,0.7073630423856592,0.922851398894287,0.9189562740827609
0.8627664728682171,0.7585594315245479,0.8423772609819121,0.705062984496124,0.7617086563307494
0.6833466418241504,0.868290302546358,0.7524620708011711,0.8835507053500133,0.8731700825126429
0.7379589890319505,0.892894611349547,0.8340963280877445,0.8965188364329995,0.8938483547925609
0.9463711723904584,0.9711836688659561,0.8457677775898043,0.972593469802064,0.9712400609034004
0.9578483959113451,0.9565833417670276,0.9047667240157878,0.9581014067402084,0.9565833417670275
0.9009620826259197,0.9007195407874526,0.8723017220470531,0.8963537876950441,0.8975260732476351
