MF_t6_d20,EPI,EPI_med,sib
0.6756578947368421,0.7448245614035088,0.7451754385964913,0.7449122807017543
0.6929038281979458,0.7785247432306256,0.7785247432306256,0.7816993464052288
0.6739524212051684,0.7433884796522159,0.7433884796522159,0.7436299963772491
0.7777462658347514,0.8739837398373983,0.8741728114955568,0.8778597088296464
0.7525641025641027,0.8431952662721894,0.8431952662721894,0.8462524654832347
0.7405977011494252,0.8273103448275861,0.8273103448275861,0.8284137931034483
0.7764175257731958,0.8445324005891016,0.8445324005891016,0.8470176730486009
0.654601571268238,0.7611298166853723,0.7565469509913955,0.7601945379723157
0.7140092879256965,0.8366873065015481,0.8366873065015481,0.8383320433436532
0.7255210204814948,0.8024613726194755,0.8099173553719009,0.8126122888968739
0.6410750321042011,0.7874701889561548,0.7875619152449093,0.7866446523573656
0.77159501807955,0.8283447167537163,0.8283447167537163,0.8303535556448373
0.7140688739208805,0.8154824020491415,0.8154824020491415,0.8155772697087563
0.7613333333333332,0.8564938271604938,0.8564938271604938,0.8575802469135803
0.7845415778251599,0.8375266524520256,0.8375266524520256,0.8434968017057569
0.7658995629292659,0.8307019891178307,0.8307019891178307,0.8277584515208277
0.7473135106937925,0.8911841418883673,0.8911841418883673,0.8898278560250391
0.653825382538254,0.8088208820882088,0.8072007200720072,0.810981098109811
0.7756238859180036,0.801247771836007,0.8011586452762923,0.8032976827094475
0.7626785714285714,0.8268749999999999,0.8268749999999999,0.8320535714285714
0.7663551401869158,0.8412096631987304,0.8450008816787163,0.8386527949215306
0.7641211445559272,0.8363062058714232,0.8363062058714232,0.8369565217391304
0.7264884677275165,0.8283568746647596,0.8278204898980869,0.8281780797425353
0.7369416758951643,0.7980804724990772,0.8029715762273902,0.799187892211148
0.7495031796502385,0.8513513513513513,0.8513513513513513,0.8570151033386327
0.7650948103792417,0.8342065868263473,0.8325848303393213,0.8297155688622755
0.7033631859756098,0.7906821646341463,0.7906821646341463,0.7898246951219512
0.7928388746803069,0.8535805626598465,0.8535805626598465,0.8540372670807453
0.7841934737329321,0.8771117796806296,0.8771117796806296,0.881971765794955
0.7324167601945379,0.8521324354657689,0.8521324354657689,0.8510101010101011
0.7797368421052631,0.8232456140350877,0.8272807017543861,0.8309649122807018
0.6407119021134594,0.7080088987764181,0.7080088987764181,0.7043010752688171
0.7600459242250286,0.8945830289113871,0.8945830289113871,0.894583028911387
0.6955496217178461,0.7409879839786382,0.7452603471295061,0.7506898086337339
0.7660802638812535,0.8369067253069451,0.836998350742166,0.8389224848818032
0.7018918918918919,0.8007207207207208,0.8007207207207208,0.7927027027027027
0.7211208893006021,0.8127836961556276,0.8127836961556276,0.8163964798517833
0.6965554948059048,0.8318753417167851,0.8308729724804083,0.8347002004738473
0.796464359992437,0.8928909056532426,0.8928909056532426,0.8925127623369257
0.7842240493319629,0.8605344295991778,0.8606372045220966,0.8610483042137719
0.7559751870096698,0.8230249954387885,0.8321474183543149,0.828407224958949
